combo_id,start_year,start_month,window_months,target_offset,model,macro_f1_mean,macro_f1_std,recall_Decline_mean,recall_Decline_std,recall_Stable_mean,recall_Stable_std,recall_Growth_mean,recall_Growth_std,f1_Decline_mean,f1_Decline_std,f1_Stable_mean,f1_Stable_std,f1_Growth_mean,f1_Growth_std,precision_Decline_mean,precision_Decline_std,precision_Stable_mean,precision_Stable_std,precision_Growth_mean,precision_Growth_std,n_stores
sy2021_sm05_w3m_off2,2021,5,3,2,lgb,0.4818873381040595,0.004515533263709929,0.5294756291300319,0.00988154828547968,0.6249932024890834,0.005253726921998118,0.3559904796631019,0.01860720467990717,0.4597149712988985,0.005841613903961204,0.6863123807441796,0.0033775798275418917,0.2996346622691003,0.012456156990709606,0.40628715292188744,0.007020308365512221,0.7610136856590349,0.004505607073182087,0.25878748929870976,0.009867168660382413,30679
sy2021_sm05_w3m_off2,2021,5,3,2,rf,0.47400200002580445,0.004882156041675949,0.5411017594976123,0.016042985066026895,0.6163227549663758,0.00568023828901249,0.32625345092178176,0.01025188844500113,0.4527591751207485,0.00933726990770006,0.681607038388637,0.0055070469542051114,0.2876397865680279,0.009439311880839196,0.38927665164831754,0.006703415098536537,0.7623892364392961,0.007135074577908637,0.2572624825827893,0.009816180341914161,30679
sy2021_sm06_w1m_off1,2021,6,1,1,lgb,0.4626351422049921,0.006787603312217181,0.3725822524789334,0.01776840760666876,0.5703089384514508,0.01415071002140394,0.47673940030921325,0.012489467123518694,0.34183825595259143,0.012609193197646456,0.6265586361947413,0.007857887420553421,0.41950853446764363,0.008757477786322179,0.3159298316593399,0.010527172512000211,0.6953592560349571,0.0039155547057950985,0.3746061284803953,0.007898897432205433,34853
sy2021_sm06_w1m_off1,2021,6,1,1,rf,0.4533615705063328,0.005706631835140753,0.342593076931888,0.005986440157457121,0.595521233584333,0.007234126762430679,0.44168818211590166,0.012158894968923075,0.3269985093055425,0.007185193415485891,0.638463497045872,0.005243337923108258,0.39462270516758374,0.010241337641712181,0.3128155996759829,0.009178007371377802,0.6881893236040241,0.009062693329673813,0.3566682728253375,0.00982762372148723,34853
sy2021_sm06_w1m_off2,2021,6,1,2,lgb,0.46375030130002726,0.008807393306775647,0.44448055130207437,0.008733143931436895,0.539189845035051,0.010030353695252956,0.44904323175053157,0.014988992259686378,0.37352902622974665,0.008614720054413393,0.6044208453507552,0.010965729439607,0.4133010323195799,0.010428521909108618,0.32216040805808976,0.009254065793258716,0.6876430182992759,0.013221999167337389,0.3829622873224846,0.009859133055705904,30011
sy2021_sm06_w1m_off2,2021,6,1,2,rf,0.44777290454365914,0.004578022781701703,0.45261452259394036,0.007725638737745122,0.5478191125771238,0.010748362655632901,0.3785967399007796,0.0229453699329773,0.37509345139492783,0.007869200740485856,0.6076053169481963,0.006338487576280252,0.3606199452878533,0.012132884997634456,0.32030333017699375,0.008841065909740107,0.682220829249699,0.006595129993706787,0.3446289331039403,0.004384306855083698,30011
sy2021_sm06_w2m_off1,2021,6,2,1,lgb,0.4679659593287247,0.005477388922044665,0.515361393507613,0.01045197977417908,0.5634777714579132,0.0032283129471684224,0.39484523868467025,0.021993774571736197,0.43370718023254895,0.00726835509085899,0.6439246552681137,0.003035630999862548,0.3262660424855116,0.012471663626729293,0.37442333775327274,0.00650229163831537,0.751197582126316,0.0057253087103245,0.27807179507359714,0.00737743616212268,35120
sy2021_sm06_w2m_off1,2021,6,2,1,rf,0.4693850197718872,0.0065017596329010425,0.5086393525616606,0.008347849432368737,0.5709760648233748,0.006617658836271983,0.3946532016777598,0.02614704195411546,0.42849753756171466,0.005167017204809482,0.6492623978209625,0.004144783884076297,0.33039512393298437,0.018959472646904292,0.3701860411352317,0.0037267137252175743,0.7524878882187684,0.0030942560258281635,0.28418491861788786,0.01485475640846716,35120
sy2021_sm06_w2m_off2,2021,6,2,2,lgb,0.4607597056593217,0.004605074778916553,0.5127375901856406,0.0026634943817145265,0.5887692073760218,0.008182559214223008,0.3264667535853977,0.0058014590511830865,0.4498300888113108,0.0055304798177721265,0.6490607272559064,0.005216051863284088,0.28338830091074796,0.008822135135297676,0.40075652471536793,0.009101280062451115,0.723170822389867,0.0024844185250902,0.25041470530281695,0.010595800289766819,30295
sy2021_sm06_w2m_off2,2021,6,2,2,rf,0.4641682791715773,0.003409000646567155,0.5137319194438118,0.006791599903046755,0.5947978165899579,0.009339700984967008,0.3282920469361147,0.014054250824732047,0.44577879594091074,0.0026792612182848737,0.6563311418698684,0.006704471000923842,0.2903948997039527,0.00855409415699027,0.39379970529027286,0.006126255148260776,0.7321260269414136,0.004007708886182027,0.2605520374541646,0.00866215729325372,30295
sy2021_sm06_w3m_off1,2021,6,3,1,lgb,0.4656530533560197,0.005878201014589053,0.47912480436420246,0.00901276898880567,0.648268775896571,0.009712728714161914,0.35173359266312787,0.0204397586840909,0.4043015955487398,0.006895384148944629,0.7180034663857013,0.005355997404836065,0.2746540981336179,0.012114775787317556,0.3497254867443245,0.006723509548547985,0.8046583461702973,0.0029160482431827817,0.22543185908654628,0.009745985911979919,35420
sy2021_sm06_w3m_off1,2021,6,3,1,rf,0.4652511764686967,0.004269575534632641,0.46503568630791614,0.010597809346688332,0.6386589533580336,0.01409227489180536,0.3907510208859534,0.013991091068760219,0.3973772694460313,0.007391889745042166,0.7134398741232832,0.00783949963849929,0.28493638583677555,0.0044944733263309975,0.3469853804108767,0.007696922800978188,0.8082988763669604,0.004039129430978245,0.22434244059180725,0.004220984799154158,35420
sy2021_sm06_w3m_off2,2021,6,3,2,lgb,0.45133441971024507,0.005367517867651172,0.6222151088348271,0.008064421595728864,0.5465433332533851,0.01375909540915942,0.2090283540802213,0.029330487129926384,0.6171929417813942,0.006839145605079142,0.5607819521210085,0.010280387955187336,0.17602836522833254,0.020570521000845707,0.6122783455760011,0.0071158451082462834,0.5758502209585598,0.007490228184623494,0.15216392689762134,0.015437861730058202,30518
